label,content
0,Yar zari3a taghyult tafuhant haca wi selen din zari3am taarbubt personne ne veut de votre charabia aussi ni nous ni nous enfants ulac ulac ulac alaxmaj
0,Anteguer kechi la poubelle
0,Roh atefkedh awlidi qewed heniyagh
0,Roh nik yemam ya lkahba
0,Pfff in3adine rassam
0,TFOUHHHHHH INADINE RABIM
0,Tfouh ‡ miss lehram
0,hatchoun yemam.....
0,Ne répondez pas i teqjount agi!
0,Wellah dhaghyoul swachiwen
0,Inadin babam yelis laheram
0,Wigi mouthen felas kechi teveghid atedagerad are la poubel a mis le9aheba ma danayele agi yenak refedid kan kechi ayabatar tefou
0,S Nanak
0,Aghyoul va
0,Stakhnam a toi et ton solotatt
0,Nike yamame
0,ruh attefked taxnna m
0,Thafonasth agi daghen!!
0,Roh ina3din yemam tyemam asidh amk khem am ta3ravth im
0,Chmatha wagui
0,Asenetefe achalimo
0,Ahya dine erbime un jour ou l autre adyas wasim 
0,Dachu aramedingh; nchlh atawit d3ussu n lejdud iqasehn
0,nike hchene yemame alapit
0,akni ithfahmad kamini athaghyolt
0,Moqel oudmim di lamri a takjoult
0,Ta9vaylith iyemem athaghyoult atfou
0,Rouh attefkad
0,Enaadine rebim a thaghyoulete
0,Yakhi thaghyoulte
0,inadine rebim
0,عربكم النظام وليس الاسلام يا متعجرفةRouh aTefkadh thakhnaam
0,Na3dine bavame à tagheyult
0,Daghyoul walah
0,Chiennes tfou fallem
0,Seglef ihi dinna wahdem am tahtah 
0,Thanidhd bla lavghik athaghat argaz am kem salhouyankem tazzz et retazzz
0,Ne3al hechun ymas
0,Qawdh.na3aya ya ribim nahchon mok
0,Ayen denidh fellas drus i ɣas ulamma ad tnesemgired ɣer weɣyul yifit ayen d nenna fellas ur d nenni ara
0,Ina3din rebi bavass. Toucher pas a ma famille al-Ka******
0,Sousam a takhjoult
0,In3al dine rabi nbabam .
0,N’a din ouhachoun gemem alkahba naima te3 zebi
0,C'est nul à ton âge theqarsadh mlih staxmamm Ayii wlh l3ivadh thadonn arzath kcini thet3asadh tima3nanachin ayi 
0,Mazalitt atesseglaf taki!!!
0,D yemmam atahramth almal
0,Kem dizzan hacha le9dar nwen a le9bayel
0,Dhelfouha tout court !
0,Thughaled mo kamum agui
0,Mais .entre nous taghyouuuulte nsah....
0,awid fkagh khas 5 minute
0,innadine babame
0,a yelis lehram
0,Yelis lahram
0,Roh atefkedh anda ithnomedh takedh
0,Asma ara trebbi iman_is; imiren ad trebbi yelli_s cmata tafuḥat
0,Nikk ta mère athaghyoultt
0,Inadin rebi bavame. Ayeliss n l'arrière
0,Tfohhh attaghyultt
0,Athaghyoulthe. Atsenguare yemame
0,Ataghyoult tkhemedh aqendhar n lmakyage ittvinid oula di la caméra ternidh lhidjab hahahahaha
0,Occupe toi de ton cul naldine yemame
0,Asmi alathaf win asyasarwon .imiren asahvas asaglaf ... asmi asyizmir wargazis asani asthini withilan mamis imiren asadhla3 dagaraw nathmazgha ...... anfathas 3afathas amathkajont .....
0,Thelidh thehadreded AF THAMAZIGHT ak dhel KHEDMA et après wach qwed hchun ymak ar vav okamyu ni amk arayenherAprès dhighen wi minan hkoyaghid dounith barawim d qsam gmas n ljdudimEn plus anda thechefid af yemdukal ' n vavam imidqared dimjuhadEn plus wi minan d km IG représentin cha3b a lqahba
0,Amniyi ardaghyoul akhir felak
0,Oui bien sur tu es raison a 100/100 (thamazighth thehwadj kan aseghren waraw it famillt arawim ivan daraw lehram am khem bien sur alors vous n'est pas oblige d'aprendre notre langue)
0,Outs3awadh ara aghdes3edidh thaghyoult agui ok
0,Hetchoun yemmam ya na3ima n ta3 zebi
0,a rouh andha ath skhordhadh af yimanime; oughsla3vala adh khadija bnou 3afane dhagui ah
0,Athaghyoulte thafouhate machi poudmime
0,###### Lyes Berhoma.... Ttalghemt... Chamelle
0,Taghyoulte oui grrrrr je la déteste
0,Cette vache elle cherche à Menger encore Nadine yemame yalkhamja
0,Nike hatchone yemam à la pute 9ahba
0,Budmis adchvu la vache aghyoul yarna yifitt
0,In3addine yemmam à taydhithe
0,atrouh at............. kinetath ki argazis isousam kan khatrach tawiasd plus de 500 par moix oblige athisesam repondithas sa9vailith anefthas at9aw9aw wahthas tha9ajount thafehant lmounafi9a
0,Taghyult thayi
0,ina3din bavem a lapoutte
0,Tsafounasth akhouya mouh
0,ihdarou ihdarouuu ihdarouu  ahya la grosse vache eweth a9aroum ar lhidh ad yevdhou af sin tfuuuuu
0,La pute am thagi thekhedem akk aya anef at segelef am tqejount mi d thoufa ighes ad t sousem daya iyellan
0,Inadin n bavam inadin rassam à thafohant tfoooooh
0,Ena din reb nbavm
0,La coiffeuse roh n'a din bavammmm atakhyoulte sal p... din bavammmm athakyoulte din bavammmmmm Rob n... din bavammmmm
0,Taghyuuuuuuuult tfouh 3lik
0,REH. Atakhrad. Ayageme
0,Une pétasse que le monde n'a jamais vue tfouh din yammam
0,Inaadin guemam à thmraaa3th la petasse de merde
0,Athaghyoulth tfouh
0,Ahtchon yemam nik mok
0,Kemini déjà tes une tepu tarnidhas lhedra f Matoub !Awar thawdhed yakhi yakhi des gens inconscients zéro g lmoukh
0,Inaadin ga mame ale fdjrara aya the le aare aarou abiy inaadin arasa g arabane
0,Yelis lahram bent lk.....ba
0,Yalis lahram
0,hhhhh hadi ji l tizi icheb3okha...... as taxnam atinat khiiii pfff ayen adnini fellam drus kelba
0,An3aldin zari3am alama jadim 3okva arvrav
0,Aheyakem à tagheyult mi ara dehedred af Matoub illa9 ad refdhedh adharim ayir arrassa
0,Thakhnem y'a lahmara
0,Rouh atfket a naima
0,roh atfecte chez les grec a la pute
0,Hhhh wellah ar tifitt tfunast tina maqar tes3a lfayda; wama aqejmour agi ula wumitt
0,N'a dîne bavame voilà ce que tu.m mérite
0,Segulef thura dina wahdam
0,Nike hachoun yemem
0,taggi ilaq atigawuh yiwen aqbayli iwakken atsen amek yella
0,zari3a lakhab tfooooh athamordhosth
0,La chienne aboit la caravane passe. Chiche vas mettre ton pied dehors avec le peuple; tu vas voir la différence entre naima et tassadit jedjiga faroudja malha dehbia fadhma Zahra hkedouja sekoura wardia louis a. ...........La liste des femmes kabyles est longue achmata thafouhante athine outhrabayara yamasse.
0,Anechth lhidh hhhhhhh
0,Erwah amwelhegh aqli gouqvou chich athaqjount  amwelhegh zewafin andathen ; on est chez nous athaghyoult
0,adh yekhecheff rebbi thimithalim adh yekhecheff rebbi yemmam a lemssarfaaa a leqaheba a la pute t'as une bouche à pipe; une gueule d'actrice de film de cul.
0,ro7 attefkedh
0,Mais d lmalle thagui
0,In3al hachoun yemam hachoun yal qahba
0,Dayra ki lbaghla hacha khliqet rebbi athafohant athamordosth 
0,Ayelis lahram lkelba alkhamja
0,Cette vache elle cherche à Menger encore Nadine yemame yalkhamja
0,Aya nik yemam cv
0,Arrêtez de partager cette merde s'il vous plaît ; vous lui faites de l importance plus qu'il l en faut Dh kunwi isikhdhman lqima tharamtt dh tamusnawth alors que netath elle ne mérite même pas atili taghyultt hacha thaghyultt
0,Ina3adin bavam a lakhra nagh dlakhra akhirim
0,Adh yagazeme Ravi afousis
0,Es yemmam à taghyult
0,TSAGHI TSAKJOUNTE HACHA LAFSALE ERRABI THARA IMANISSE DAL3ABDE LOUKANE THALA ELHAK ATSWACHNAKE AGHMAGHRADH
0,Vas tu cherches tes parents et tes origines a yelli-s n teqjunt kem ma hi yelli-s lehlal
0,toz! awar tawdedh; adejjagh drapeau lejdud-iw ad-refdagh win iferrawen idesnulfadh kech!! aya vad te faire....
0,Tafounaseth utidswsalit ara aken sina alawa d la vidéo yines taghyoult hacha koum lekrraya za3ma taghra la3kel ulach
0,Ina3al din arbi gemam
0,itura dkemi kan ines3a decgoul ata gyoult usanagiadnas akmnagh neknni dirgazen machi am kounwi alifiminisi
0,Na din rebi tfamilt gemam a yelis lahram
0,Nike yemame a lekhba rah a bou djar seltani te housse alik
0,Athaghyoult hmara
0,Dine arasame
0,Ina3din nbavem
0,wlh maylaq ak astkhemem chan iteqjont am tihin
0,Naima taghat T3efsed taclat Teghlid s uqaru Tlaqam teqlat Ttyita s teblat A yudem ugudu Naima taghat A yefki terwat Ad m-d-suffeghagh asaru
0,DIN BAVAM a yliss lahram
0,Va dormir miss iyizane
0,Niiik hchooon yamaaam viv imazigheen
0,Roh naddin bavvam ayellis lahram tafouhant taghyult am kemm ayhedhren f tmazighth awer tawdhedh awer twssledh nchlh
0,Ina3din yamat yamam
0,Nik hetchoun yemam; Sale pute
0,Stizim awdi 
0,a dhizane a taghyoult
0,Ya9raha waldak ou waldak waldak ou ya9raha jad wald bnak na3din Rabi mbabam athghyult tfooo
0,ina3din jadim asa azaka ..ilavdha
0,Ayelis au harki
0,Attrouh attfak
0,Rouh ihi ina3dine bavam a thaghyoult.
0,Na3dine jeddim kemi s okbame ibn gu izane
0,Yelis lehram
0,Nik mouk athabtarth tfouh alkahba
0,Nike hechune yemame ell9aheba
0,Rouh in3el bavak kunwi tura s wa3raven khir n Matoub Lounes a tooz akh awar tawdem
0,Al9hab rowh atfikt fimim
0,N cha3b aghyoul
0,Nik yemam na3ya ihechoun yemam ay
0,athaydith tabatart
0,yeliss lahram thagui wellah c'est malheureux y'a la pauvre mentalement
0,Naaldine djadim
0,Miss lahram waguib
0,na3al dine yemam imdiroune aula thenghayime athakjount aunesleh
0,Inadin rebi narassa imawlanim 
0,A ruh attefkedh awedi
0,Nik heccun yemam
0,in3el ahechoun gemmam alqahba
0,Hareq 47 gemam
0,Adye9im D'ArGGAZ fellam w af 7ellouf tess3id akkenNa3ll 7etchoun yemak
0,Yenal hchoun yemam a naima lkhba
0,Anidin rebimmmmm y a lkahbbnbbbba
0,Ruhhhh atttfff....d
0,Thafonaseth igojilan
0,S yemmmammm a zari3attttt lbaqqqqq tfffouuuhhhhh
0,Hhhhh un bon spectacle igheyale garassene amkarane mayfak walime dhi lkouri
0,Thevra yemmam athaghyouuuulth
0,Aÿ aghyoul ; hacha aghyoul akbirik a ferhat g'izzan ; le drapeau national mouthen fellas thlatha n'lejdoud-iw ; rouh AG d yefek rebbi l'moudsiba a l'hayawan
0,Hhhhhhh yakhi thileft
0,Hadher kan imanim amizzzzaaan
0,Dhi themchachinim
0,Machi madame athagheyoulet
0,Thwaladh akho yellis lahram
0,Dinne yemmame
0,Ayou achou itsrajoune thaqjunte. La chienne de service; leqbayel siadek
0,Thaghyoult nesahe
0,Rouh attefked ayatay
0,Rouh atsfkedh (rouhi taati)
0,Ayagheyoull aya Bâtard aya fohane kami g Paris itilidd thekathaddd imalyaran ayarkhisss nokani thvghidd atsakraddd dayi garanghe ayagheyoull uwdaye tefohhhh Bâtard
0,Roh atefkedh pour l'instant 
0,Hhhhh da3erav aleghoum leh ghaleb ulach loum
0,An3adin yamam adyarno vava nik la famille ta3ak nik l3aribiya ta3ak an3adin djadim li khalak
0,Aya temathen a thistmathine hachakom thagui sakjunte ur nes3i imawlan EL djawave n wakjune sasusmi
0,In3al din n ta3ravthim
0,Nik hchon ymam lkahba
0,rouh assefkedh
0,Di thezagortik a Mr ferhat
0,Ahchon yamam
0,Aya tdetez
0,Ayliss lharame thalgumet
0,Tagiiiiii taghyoultte
0,Nnigh awen tagi " URDAN IS T3AWADEN ACLATI " UR D AS SEMHASET ARA
0,Akhenfouch boghyol
0,Nik yemam alqehba tfuhhhhh
0,Roh affri manim atharyoult ;tu n'est qu'une dupe ta place ;normalelent est dans un cirque pour enfants
0,Hhhhhhhh anitate tteyedaitte agaie
0,Roh atsafkadh lqahba
0,Rouh athimcharaqth thafouhat
0,Na3di e gemmas
0,Nike yemame y a l kahba
0,Allah ina3lak ahmara c a d thaghyoulte illetrèe atfouuuuuuuh athafouhante
0,Ataghyoult ; ayghar itarud s ta3rabt ihi!. Utmassara Da Ferhat; Da Ferhat yettanagh f taqbaylith mach am kemmi a yellis lkah** .
0,Nike yamas il fou pas donné lamportance à cette putte nemyussan
0,Taqajont n qorayche
0,Roh asefked kewed. Ma thecha thecha ngmolache deseksir
0,Nanak Naïma salhi g la nuit de nance ynass Aya itfit argaziss iyrayasst gzdafir un bon moment iwfat elle rigole inayass pourquoi tu rigole ma chérie oukmi9ni3ara ? Tenayass tsemkthatiyid ziik mi ligh takagh bach adakssagh taplasstiw g la politique 
0,Wa yaqqarqqor madyiwath amkam arayesawdhan i la présidente de la Croatie thura ula demi3rof adyar imanis delvaz
0,Anfasen i les kabycho adtev3en ichikouren nsen les arab amelmal Vive l mak
0,Inaadine yamas
0,ah la conne ; loukan atefeen ifasniw ah !
0,Atsa thaghyoulte
0,Nik hatchoun yemmam ya elkehba fille de pute
0,Naïma mozemoume
0,Rouh atsefkath afimanik; nagh moulach arwah akhekou bech atoughaleth mlih
0,anegrim a ghloulou
0,Ogdhagh akdinigh reh atfket watroh dash
0,Sale put tha3ravth oukhouzidh
0,d ayagui iglaqen i theghyoult agui...
0,N3din rasas
0,Kem ma thedredt aked nek ma ttrodogh kif kif
0,de toute mon existence; j'ai jamais vu une telle ignorance .....et le pire ce sont c'est bâtards de journalistes qui lui accorde la parole; bon na3ya degwen ...ina3 din rebbkum; din djedkum ; din mumuh-nwen ..... vive le MAK vive ferhat; vive la kabylie libre indépendante
0,Ulac anewa ad yenahchamen !! Thaghat am kemmi
0,lah ghalab thaghyolt ata9im taghyolt aljayha 
0,Bella3 chut à tharyoulte
0,Aka amivechane pousou nih
0,Nik hachun yemam al kahba
0,Ah ya yaghyioulte
0,arwahi l bejaia wlh naima chofi cmntrr ta3i nhabo nestqblouk testahli nhaboook rwah aylis teqziihth ataghyoolt aseeeeed
0,Tefoooooo sebah rebi ; yarbi semhiyi ; wagui Parce que dhaghyol bela thavardha
0,Nik mok ayelise lahram
0,Aghyoul tout court
0,Elwarde yargmithe lhchiche hhiiii wi
0,thagi taghyult el 3ali
0,Ithatknak.awinath.moi je suis un berbère.je suis pas musulman.ton histoire d'Arabie yamanite .est dans ton cul à gauche
0,ahakane aylisse lahrame nik mok toi kahba veve israil
0,Adine yemam athaghyoult. Je lui foutrais bien une bonne clac a cella.
0,vrigh i tfarmiltinam ya chadi 
0,Ina3din gamam athaqahvith
0,tsaghyoulte hachakoum dhayagui kan
0,Ina3eddin rebinem mathes3idh rabbim
0,Dachou idana lkahbagi dagan
0,Svp a l'admin ekkes aqadum agi gizan
0,Ah y'a zaila thafouhate y'a kalba après c sera ton tour à la chienne
0,Ina3dine rassame anda mathela
0,Awer thawdhedh
0,Aruh attes3ud chghel ina3dine ta rasse
0,Mazal thakjount athsaglaf (Mazal alkalba Tanbah) tfoohh sale race khamja
0,Ahchon yemam a l9ahba
0,Aryool meqqar ouyenkerara asllisse tayi qehbaa achon imammee
0,Thilawin lhant merraMa DH na3ima idhargitt yesghi
0,Naa din jeddim
0,Ayadamum gilef
0,Lghi ayaghyoul
0,Merci na3ima; grace à toi les kabyles sont unis; la jsk a mis 3 dhi thaxenam u mazal belxir ar zdath 
0,Atin3al rabbi in3al wid tidirabbane yir mato thin urnas3i lassal wissan anissi idruh
0,Nik hchoun yemam al qahba
0,Aghtoulatoun akhir hhhh
0,Na3din REbiii o9vayli anda yla et moi le premier akhatar en fais rien contre elle
0,Ya latif thafunazth n mascara
0,pourquoi elle n'as jamais appele a abattre les terroristes tel que mezregu et autres.....in3al dine bavam a tharkhissth
0,yir asseghar ouritelaqim yir agheyoul ouryetdheqim yir amedhan hedhar nagh kim
0,Roh in3el din jeddim
0,Aweddi anfas i waqjoun adissegleff arma ya3ya ihi emmeth chahh d les kabyles akminghhen athabhimth
0,Ruh attefkedh a la putteNekini asninigh i warawiw " apprendre la langue arab c'est interdit parce-que c'est une langue spécialement pour les batards comme toi"
0,Kemini taghyoult espesse du microbes
0,Taghyoult tout simplement
0,Thaghyoult hmara thafouhent anti khanzira allah yakhzik ya chitana
0,nik mok ya kahba ; ya lkelba ;salle rasse;rasse pourie; olach irgazene di din rbi tmourthagui; armi oghalete les putte am thigui hedrete aka
0,Alqahba qankem aaakk thes3idhed emmim dhahdhidh athan thoura yefrança vavas uthyessinara anwaaa
0,Ruh asfked abo9ar9or
0,taghyult hmara
0,Ruh inadin yemmam a la race les batard a yelis teqjunt tfouuu
0,na3din mohmedim a baghla ; je suis pas pourquoi cette haine ya rab ; j'ai droit marcher avec le juif c n'est pAs mon ennemi et nous ennemis c vous a les chiens de momoh
0,Aghyoul ira3ou
0,Tagheyoulthe outhehamlara ouladimanis meskint
0,Rouh andin ihwlnim attayditt
0,udhemukhessar
0,Akmidas teqriht 
0,Youk dhihatayane
0,انت من سلالة القرد ابحثي في جذور الشجرةMotel mlih guer izourane atafet zeri3a yevki
0,Peut-être c une maladie ( dhizimar )
0,Taghyoulte directe
0,Lollll atrouh atkhra fimnis lolll elle ma énervé
0,Atrouhh atefk
0,Din yemam ;seghrithen stheghyoulith athaghyoult
0,Nick yemam d'ici jusqu'à ain guezamm
0,Ruh nik yemam am kemm am les arabes nwen am soulta nwen ayaraw n lahram . Attkkathem kunwi attettrum kunwi . Salope vaaa .
0,Chah yir vnadem 
0,nalhtchoune yemak a ya pd anwa ikittafen wina boughyoul gouqmouchik atay yough lqehba
0,Ayaw aneyketh lhala
0,Inaεdin gemam deg sya alma d mekka
0,Aine3adaine amebvame rouhe ates3oume anife ameb3ade attehedrade afe lesyadime attayedaitte
0,Tevgha ab...... Beqvayli tagi
0,Aya ghelqitt kech andheger ar la poubelle
0,Hhhhhhh taghehoulte ya zah
0,Je déteste les arabes tfooooooh seg meqraaan alamaaa damchtooohnwen al3aaaar n ldzayaaar ...dégaaaage
0,Athafunasth n waqdhar
0,A roh atsafkadh awlidi yessen wargaz lassal s tqarqort ik ula d ketch
0,la marche prochaine adawin a9aroyis ademanifistin yes -_-
0,ithera oghkhdhedh ara ihi din yemame asidhi way way adlihala mdh9vayli tevghidh wlh maysahamd
0,Arrêtez de publier n'importe quoi.  vous lui faites la publicité; c'est tout ce que vous êtes entrain de faire. Ur taket ara azal i yizzan.
0,Akidhole rabi a miss lahrame
0,Dine jedim
0,rohhhh n'a din bavammmm
0,Atsakar adnakass ahatchounim alkehba A-ha kan arjou anzar
0,Tafounast amkem adhedred flanegh renek
0,Ya lahmara bla wednin. Machi pouthemim a thagheyoutl.
0,Nik yamam ataryoult
0,Wallah loukkan à yittedmouden attenghagh fouhantt va
0,Staxxnam... La girouette
0,Rohh n'a din bavammmmm à takhyoulte voilà
0,nik mouk a na3ima ruhem aatefkemuk aya3 raben lqhab vive imaeighen 
0,thaghyolt lmagaz
0,din yemam
0,Arwah khem douchikourim atha3ravth thafouhant vive imazighen
0,Yebbi da3wessu netta Yes3an à à vidun am kem
0,Tout simplement tu es une pute arabe .laisse les kabyles tranquilles arhankem .cherche anwa amdikssen thawka ni s3idh ith tartourthim alqehba 
0,Inadin yemmam a la salope
0,Sekkernes tahahayt hahaha;tafunest tafuhat.
0,Dine bavame à thaghyult;tu arriveras jamais à la cheville d un vrai kabyle ni de ferhath ta bête noire.
0,Nik htchen yemam
0,Aghyoul d aghyoul Ur itteQal d izem à taghyult
0,Rohe ihareqe dine rasame seyagi Alma d meka
0,Baghla tafohant mais rooh atkhred la famille yughyal
0,Tfou ne3al waledikh ayagejoun
0,Nike hachoun yemem elkelba
0,Ayouuu akgoun ayhader
0,Nadine bavame
0,N3adin arrasayim athaghyult g-izzan
0,Soussem Athaghyoult a yelis lahram fille de Hark
0,Dachot thagi siwa d la pute
0,D yemam i tiselhoyan... A kemirfaa rebi nchallah
0,Ahya thaghyoult
0,Thaghyoulte thamkrante
0,Ina3dine bavame alhaicha race maudite de merde
0,Yefghith laakel
0,Thifits thagjyoulte hachakom
0,Hhhh lhar tesetteyid nrml ... in3addin yemmam
0,I theqjounte agui thoura on arrêtera de voir sa gueule quand ? ?
0,Aghioul akhirim
0,Aghioul ketchini. Astaghfiro allah
0,Yakhi ta3rabt ta3yoult c'est une attardé mental nrlm faut pas len vouloir 
0,Dahechoun n yemmam
0,AzzaylaYakhi thafounasth Tfou 3la rasa ta3k yalbaghlaAtfakri madhik aprè ahadri
0,Toghaled daghen tafonastagi
0,in3al din imawlanim
0,rebi m bavam
0,Ina3dine gemame
0,Ihreqqqq babam
0,Roh nik hetchoun yemmam
0,D din imawelan gemam a yelis lehram
0,Rouh iharqdine oufamil guemame à la vache folle tfouuuuuuuuhhhh
0,roh nalhatchoune yemam a naima megheti zok ya3ti. ..ou nik mouatekoum toute le palet de gouvernement
0,Ina3din bavam
0,Iharqdine n tfamilte ü dîne n bavam u dîne n ta3ravtim ayelis n lahram
0,Nik hechun yemam
0,din jedek a thakjount nik yemam
0,Ah ya dine yamam ah!
0,Ina3din ou kavache une salope par aille
0,Yakhi ta9djount yakhiii
0,Nekini dhakvaili a ya aatay !! Adhagdinigh rouh atsefkadh thakhnak i les europeens !! Arouah ardhagui am ketch am araouik ankafeh elouahidh.!! Tu ne représente que toi même.
0,Ahya zayla je sai bien tfahmi weli leplastk y'a lmaroum
0,Ne me ditent pas que vous publiez les videos de cette vache pour les j'aimes et les commentaires bn dieu arretez ça jemt atseglef wahdes thaqjounte agui
0,tfouh a thaghyoulte boudmime atharyoulte athilidh thaqbaylite
0,Rouh in3edin rebi rebi n din rebimbavam mathas3id rebim.in3adin jad njedis n din jadim
0,Akhi ssaaghyoultte aggi aucun niveau aucune langue ne doit pas la parler thelkamm serima neteghyoulte
0,Tg connasse! Ferhat Mhenni ne va même pas baisser son niveau pour une petasse comme toi! rouh ina3din yemmam
0,Kem ttaydit nsen .nasnikem.
0,tfouuh a tama3fountt salle pute
0,N'aima salhi in3l hchonn yemam alqhba awa Matoub daregz oufisyl i3lmt ukmikhlsara aylis lqhba qwedi
0,Dacu ith vgham ad-yassen sg yuwet am thagui !! dh el 9a7** :) dsl pour le mot
0,Niyek yemam à thaghyoulte ina3dineee rebi nbabamm el mallll
0,Inal imawlen guemat guemam tu arrive même pas a un orteil d'un kabyle roh gher Said Bouteflika akem yarwou a mou kesmour
0,Tfou thaguioult
0,Ihdharou din nbavam ihdharou ihdharou
0,Ahia thaghioult 
0,Nkni unsmzguthra elqhab amkmini
0,Oudoufighara acha am dinigh a lmaaale ; yifit tasusmi... ferhat yev3ad mliiiiiiiih fellam.
0,Neger nyemmam ataghat roh anda teksed . barkayam atas iteksid dilzayer
0,Iruh nudam y'a boureb directArgazis adin qessam con ina3din rassanwen
0,Niveau bas athaghyolte
0,Aqlikmid amkarkour
0,Sale race nik yemam
0,شاوي عربي .... Ayakhozidh
0,Arouh nik yemmam aweddi tifdanadh la langue akhaatar lhidjab akadoum gizzane
0,Din gemmmaaaam amyargazen zama thexedmed lhijab o+ adhedred akkken lllah lah
0,Ruh athfkad athaghyoult
0,Athaghyoult ahhhhh
0,Thamazighethe mokrethe felame athagheyolte
0,Ou moins Matoub yehdar thidett yehdar ayen ilaan musulman negh dakafriiiw achooo mirooohen keminiii athaghyoooolett la seule chose izrigh c que outtehamlitharaa dewlaa psq ifaqasen sizikiiis netta ayimakaren almounafiqiiiin thenghameth a cause de ça yezrakoun dachoooo thelaaam alkhmaaaaaj n dzayaaar ougadeth rebbi athekathem oulaaa dwiiin gmouthaaan delhraaam flawen arrrkhaaaawessssss tfooooooooo yehraaaaq zarri3aaaanwenn en général dewlaaa c A alamaaaa Z dinnnn babaaakooooom
0,Nik hechun yemam alqaba
0,Bla bla bla Pff taghyoult
0,D'habitude Je ne suis pas vulgaire mais pour elle je lui dir (roub athfkedh delwakt thoura)
0,Daghyul waki
0,Awar tawded a taqjunt ...awa wakila taki elle aimme bien se faire insulter roh akmin3el rebbi a tin ournes3i lasel
0,Tfouh ata9jont
0,A kmi dastekrahth ataghyult
0,Aylis lhrame
0,taghioulthe
0,Rouh atfkte
0,Am wuzrem ithelhu tezrid amek la connasse toujours advan kunwi thefkamas azal
0,Fkemiyitt attsargha svp 
0,Adhinalarbi izoran nelwaldin nbavam idisawdhan is3akmid asa ayelis nelahram
0,Thafounesth p3âravene
0,Thaghyoulte tout simplement
0,Amzun aken thaswidh aden xaddam fellam des commentaires ! Ruh at xadmadh ar regime atha funassth l muxim ichur tassamt
0,Adyakhlou rebi axxamim
0,Ihrak dine babam a rkhissa rebi rohak kbal ma trabi bentak ya lkalba
0,Ta gueule taghyoulte pourriture ordure
0,Roh attekssedh thigheten a wedi
0,Ina3din yemmam
0,tfouuuh in3adin nbabem
0,Inadin selah nejedim athakjunt ima themuthedh achu ilan ma khila inekes chitoh al3ar
0,Ine3ele din jedim a taghyult n yeghyal. Limar tesse3im nnif nekni neqar ta3rabt n wen Ulla d kunwi ad teghrem tamazight ataghyult
0,Itanqas s'il 3amriw maseslagh athedar
0,Race d'animal piiiii tttaqjount 
0,Ttaghyoulte sasahe thougadadh
0,Nik mok lokan akmidmagra face a face akmkoghe ayllis lehram nal hechon yemmas i l'pouvoir amagi smahtiyi...
0,Tfou tfou et tfou yir chathla
0,vive le drapeau amazigh in3el hetchoun yemmam a na3ima moumye3djiv ara lhal sawel iwin imyehwan a taqjount
0,Roh assefkad
0,Toooooooooozzzz ilaq akamyawi i l3askar di lhoudoud ad zhun yassam
0,Allah loukan zathi ithella j ai le kouraj atsekoupigh en deux rassa elkhamja
0,Akemtequ Malika atagyult
0,Hmara taghyoult
0,Nik yemam
0,Ine3ele din jedim a taghyult n yeghyal. Limar tesse3im nnif nekni neqar ta3rabt n wen Ulla d kunwi ad teghrem tamazight ataghyult
0,nik hatchoun yimam atha3etayth alkahba
0,Aghyoul khir ennem
0,Dachou daghyoulayi indihhedren akay
0,Idichebon gvavas siwa tikoth
0,N3al hachoune yemame
0,Athakjounte bouznik
0,aya nik hetchoun yemam
0,a thaghyoulte sousem akhiram idheli thelidh une coifeuse assagui di la poulitique ya himara ................
0,Ahya athaqjont ba3eravan
0,N3edin rassa n bavas ndin bavam athaghyoul pétasse
0,Ahya taghyoult
0,Akmidass takrehth j'ai honte à la place de son mari Ouzwijenara alemi kefkifiten
0,Incroyable wallah adim takhyoulte décret hacham. Roh n'a din bavammm a naima takhyoulte voilà
0,Ayaboush vavak yamoth
0,Inadin babam yelis laheram
0,Besmi allah rahman rahim ahhhhh locan asidyawi rabi govridhiw g alger wlh ne9telha
0,I na3dine yemame ig vavane alhaicha
0,Adghioul afouhane
0,Unik yemama aloukan akenttaf nekni selqvayel dagina itmourttng admenkas ttaslibttim aylis leqhba surto argazim a3etayni nik yemas ardyecc tigritt balak daqchiris ardyugalen leqvatel durgazen macci am3raven arxwas 
0,Thakjunt n doula atsaglaf atsaglaf atahvas wahdas
0,Datay l3avd agi
0,Askti inaal yammam
0,amdyefk rebi lmoughla
0,here9 hechoun yemam al 9ehba akhater thebidhed sin warache yides theghildhas ouzaraghra sared imime aperés heder af matoub fellas ye3ffou yerhem
0,Roh athefkedh
0,Ihark dine guemmam
0,Tayi tbane d la pute numéro 1 yerna ar deffir
0,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa aqarqouuuuuur
0,Supprimé ghiwel ukhdem ara la pub iy ghyal 
0,Taghyoult taghyoult
0,Niik hchon ymam ya lqahba
0,Tafounast itokin
0,Ayaxabith aharkiw
0,Rouh astmthedh aweddi yiir l3evdh
0,Miss lahram
0,Kemm taghyoult à taghyoult
0,Takhabith woudmim takbaylith
0,Ayeliss lahram
0,À dine jedek ; à taghyoult; tfouuuالإسلام لا يعرب يا ايتها البغلة
0,Nik yimam al9hba
0,Yalis lahram. Rouh. Athmourthim. Kamini. Machi. Tazayrith
0,rouh akiadj bourourou
0,I wezger ina qui est à côté d'elle?
0,Agheyoullll win inekren laselisssManyaf adhnegrenth thodherin wala adhyenger lassel tfouuuuuuhhhhh akikhezou rebbi
0,A dighyaaaaal aaaaah
0,Roh atefkedh alkahba
0,Awar thawdadh
