label,content
1,###### kola yiwen adessiwlagh yidhess comme il est... Khatar il ne comprends pas le langages de wlad el famillia
1,Dawal l3ali mi thelaq thosratt
1,A thanmirth nwen a yathmathen ...ttefet deg zar aqvayli may gruh dayenn .....atas yarna ig ttghillin belli tizi ghennif d a3raven d ssah aqlagh di l extrême west mais nmudd atas yergazen uthenttessinem araa ...taqvaylit nnegh ttina igura dda lmouloud authentique Vive la kabylie vive l algerie vive l islammmA thanmirth nwen a yathmathen ...ttefet deg zar aqvayli may gruh dayenn .....atas yarna ig ttghillin belli tizi ghennif d a3raven d ssah aqlagh di l extrême west mais nmudd atas yergazen uthenttessinem araa ...taqvaylit nnegh ttina igura dda lmouloud authentique Vive la kabylie vive l algerie vive l islammm
1,###### achuth aka wagii hhhh
1,zik tadhsa teghzi lamar tura teghzi ou commentaire..lol
1,Tanmirth à mikmik...afud iguerzen
1,Alkhir tharvah à wletma tsamanigham ass assa3thi thurvih. Nchallah thass Amdyawine essaha thlahna. Thanmirth
1,D nakni tarwa n lasal
1,Chghul n wina idargen di tala akken ad hedren fell-as medden ;)
1,Allah adharik atkhalssadh dhaoussou lmaghbene
1,Athirhem rebi anchalah adyazane asbar iymaoulaane
1,Mi thekhessi sodhitt 😠
1,Amine amine affous dhagfous thaakoumte izayene atsifsous
1,Ula d netta ihmlikem 😛
1,###### exprès ikemid taguigh akken akemid yaf
1,Hh louzagh inid nr moulach akejer ilaz mdr
1,d Awa ulach amesrouf
1,hader imanim
1,oui bien-sûr ayen yalan dhelha9 dhalha9
1,thwalad dachu issthakhdam
1,###### hmd ala kem ideyessthe3arefen
1,Magnifique thechveeeeeeeh
1,Yenayass farid feragui tef lhidh ardoughalagh
1,l3ali tetteffagh ziik 😂
1,Yahma lhal mlih
1,Sarwathan vera iwanar
1,Tettef une petite fille imahath d yellis awinath wlh ar kinagh wargaziss
1,Thanemirthenkount athisoukrin n leqvayel
1,Azul fellak Ass lahna tsalwith Nchallah thanmirth
1,Dtidet ;tikhsi didamnis ityenghan
1,anedou anekes chit lkhiq 
1,voilà akk les jeunes t9el9en thoura 😂
1,Teggugeged tmurt am lefnar di Tizi tressa rrehbaDi Bgayet yeṭṭerḍeq waƐbar ; arzan azaglu n tlufa
1,Amahath wagi le nom de famille iness ismiss thadssa
1,Wellah a gma déjà agdinigh chapeau puisque tellidh yides akagi d argaz d nnefs ;dimexdha am kech ;adisqwu rebbi timital_ik Et pour les problèmes agi temdakelt_ik inchallah adafem dacu ttyughen ;nchlh ay3eddin !
1,Aklan ad qimen d aklan anda akken tafat tettxeggil...
1,Ttu lhemm ak yettu 
1,(ANNAREZ WALA ANEKNU
1,Win idyekren ad ifelsef; tughalem akk d les politiciens; d les journalistes; d les entraîneurs; d les médecins... Yall yiwen s le domaine ynes....
1,Ahwa wagui tharwi felak
1,anwemdaklis alhif machi ines 😂
1,Thawaghith
1,Di lehna adigueri oumkan 
1,Outdasar ara bezaf
1,Wlh ar dh sah wer3adh 😟😟
1,Nnif fi nessehvivir yebarsakh gher dakhel lvir yemouth negh yeder wissen ; akirhem rebi a da lounes
1,Atsafadh dhi dhulanniss isdiswlan tellement yezrav dhgha uyfriz ara imaniss 😂😂😂Saha laftur
1,###### Pas de poi mam nak aklin degxam negh
1,Étudiant en usa ???? Hader la langue meden mach 
1,###### Oui Nchallah Agma ya3tik Saha
1,ad irouh
1,Awah kech ouk faqen ara kan !
1,Tayri ==attkhedmed kullech af tin t3echqed 👌
1,Ihi thkhedmedh as les grigri 
1,Thafroukhth ni n khatis arebbi harzits
1,Athnirham rabi widhak in3ataban garasan baba
1,wissen dhachou sikhdhem 
1,Heraga thafloukth ayaw une place AD iroh 😫
1,TEZMERT YELHAN TUGHZI L3MAR
1,wachou outtenjma3en ara s ikhamen nsen
1,thezridh amek
1,Vive masse asselway alefarchath
1,Ya3ni thangar
1,rabi akyahraz ayizem akni ganaqmaten ensen
1,Fellasen talwit
1,Raqi; teviv aneda yella dewa awedhit amideyefek rebi chefaCourage
1,Akni i hemlantt azeka asichga3 message n le3id
1,Hadher ateghlit awinaaa 
1,Mm si netta yalha mais idrimnis lahram. Llan wid uqablnara tham3ichth s lahram 👌✌
1,Roh khedhvittid attwehledh afyimanikh ma themlik bien sur
1,aqlin azeka adetragh akbeynagh amek yufan boulot 😂😂😂 saha aidkom ayafrukh nagh
1,Yazzi l3aqliw 
1,khzou chitan A9lagh ila3wachar
1,Dalmi d nan thassoussmi d dhev 😑
1,Wali ra9i wlh mathandamadhe just hawsad afin al3ali
1,Aknirhem rebbi inchallah amtiq nwen gue l djeneth
1,kem zama le français dastardaa9 hh
1,Samhiyi mais il faut que tu change. Tu es très sensible. Loukan isthanidh ithina chah ayir thamgharth dayen ta journée atskamal normal
1,Uyezmir ara ad ikcem ar alg negh non ?????
1,starfa yiss 
1,S'theghzi laamrim ❤️
1,oui tahlate tazedante💖
1,Ihder d f cghey akki nacer di la classe lukkan ad as tesmehsisemt axatar c'est vrai😂😂😂
1,Sgunfu di talwit ad fellas ya3fou rebbi
1,Th7ninedh sezyada 😐 l3mris yuk ywthith akn wina tkt glass izmer iymaniss
1,Zemragh adinigh deg ukham nsen uzrin ara yakk les détails aki fellas !🤔
1,Antas thgi alamou ?
1,Iban thesnedh mlih englais segmi thettudh français c normal thwulfedhkan englais 😂😂😂😂arnu hader ssifak balak akkelkhel les hum burger 🍔😂😂
1,Koulchi mekhdoum ; na33333ya a reeeebbbbb el3ali na33333yyyyyaaaa on veut juste un petit changement ;
1,###### ahhe ok swalighek nrmlm... Mes basahe uchfighara esqu dan la quusin nagh.
1,Louzagh aderouha adecha d lawani negh
1,###### rpd prv hwajghikm
1,yela yiwen dagui yiwiyak la phrase ik
1,Ur ixeddem ara s uQarru y-is maca s uQarru n widen.ur ghihemlen ara.boofffff.
1,Iluhqed zhir idurar negh
1,###### Aka Khedmagh nek à mon ami
1,Ayouuliiiiiiiw 
1,La3nayam qim; cheqidhagh... ad3awnedh deg seyaq
1,Le matériel ulach win ath yawine yides ar sedaw pakal ; mais yal yiwen degnagh ad yawi lef3aylis ar sedaw pakal ; aqelagh deg yiwen wass ulach win yetfen di lharmas di nifis ; tura ula d iregazen tava3en lmada.
1,Thwekeldassen rebbi a3i atass yidssen 😂
1,anwa wigui d imazighen <3
1,Hhhhh dawal igarzzen a dda ghani
1,d amekan is wina et ceux d azeffoun seɛan elhaq ad ṣuben ar la ville
1,huq N aki d nk 😂😂😂 attsebiregh Ul-iw 
1,Reste tjr à ses côtés ne l laisse pas essaye amk atzrad dachu ityughan nchalah adefrunt ak
1,Itarad thathssa; c'est plaisir anwath aka waki assinigh aydyar chwia oumesrouf
1,alama yfna l3mr Asmara knghn vavak akn iaynghn vava asni ianid 
1,Malgré je le connais p mais zerigh danwa win ibghan adizar adimud 1000da😋
1,thennayas th zamourth i thkavachth th dhordhiyi ; tharrayas dhyem idyakka oufous
1,alim kan dilfen akhirakh
1,outsindhara keminii un fille 😂
1,Alkhir a thafath nesvah ass lahna delfarh wine amdyawine oussane l3ali Nchallah wid swayess athfarhadh Nchallah
1,Ivan d miss tfamilt kech. Bon courage et essaye de chercher i le réel le virtuel agui khorti kan
1,###### chefouyas ma3awdagh amdahkough
1,Normal oryili kra dgas 😒
1,Mm nek aqli asvuhrayagh lama3na machi sukarton😂😂😂
1,Ared itij ma yaghli😕
1,oui c la vérité ountt ghoumuyara itij sugharval
1,Youfgas oukaskid
1,Ad yesseghzef rebbi di laamar is
1,Atass i yegeren tamawet i wancheta
1,Adihreq le liseur nni et ourikefou ara ouchebouv nni inem ( vezaf la facture n l'électricité
1,###### amek a3ni yezmare wahvive
1,Dasdegdeg machikan thelha 😂
1,Ila9ak a9idhoun dina lkahwa imakli dina wa tsarnoudh la siéste o ma ysouhikid
1,Wa ###### heniyagh nek khemagh f leslahiss wa3rith lkhalath hhhh
1,tew3er lfarha n assn ayeden akkn ur tezared ara akk dachou tkhedmed
1,ennahar mazalithan akan kan 
1,Hhhh même nekk taridiyid tadssa avec ton spott lol
1,Adeyass wass-😐😐is ...adikheless idamen gathemathen negh yezne
1,aka id as nikelax
1,A leƐmer-iw; a leƐmer-iw... d idurar ay d leƐmer-iw 
1,Lah iberek nes3a irgazen aghdhren thamurth adyarno adihar thaqchichth anagh arebi
1,Ghome itidj sou gharval
1,Yaj3el yas3a ibiza thegha thayen yafla thignaweth ahlil 
1,Vas voir un psy ; et ne t'isoles pas ; occupes toi le max possible sinon attkhedmedh akhesar
1,wlh aken am neta am netath hh
1,Chafu3a nsent ouw
1,Ini wlah za3ma nakni aqlagh libre
1,Llan kra n les kabyles jan lhurma nsen ak dh leqran nsen tava3en fcbk n lkufar 😑
1,Telha s watas hemlegh_tt
1,arr imanik
1,Azul fellawan ak mara 3aslama anwan 
1,Eeeeehhhhh hvess a dounith anaress ipas av3adh athyech oumskouniw
1,######Aoui iba bien mam nak kif-kif ah
1,Lahiiibarekk ilaq ankhdem les cours ghures 
1,ruh attqimedh nagh qim attruhedh elmhim ruh nagh qim aken imyhwa exdhem ma thruhedh amzun theqimedh ma thiqimedh amzun uthruhedh
1,Tikchi thiharchi lahdour AF el ghashi
1,Azul fellam yellis themourth 😍😍🌷
1,Thekkin uya d arrac hhhh
1,ADYAWAREBI LA3qal
1,D lewhayem
1,###### uyac dgues a yelis khalt
1,Ossaqarara akeni molach adhimkhal
1,ça fait urtezmired ara atteftred i tamghra kmini imi dqared aken
1,Asema atenidqasd'en la3wam s chitah bayen nes3ada asinin zrigh dasemam usqi ni n tegrawela
1,A3aa ayger dhagen
1,Tenggamagh a leqvayelll
1,Yebdhed lajlikh ats qavledh rebi es lef3ayel ikh 
1,Hhhhh hhhh Ouza3ef ara ayahviviw normal lmouhim oulach l'automate programmable donc oulach akhdim d rahaaaa bien hhhh
1,aqlagh dhi yiwen n zman atwaligh ghir lekhda3 askidev
1,Ad ten-yerhem rebbi iwesse3-itt fell-asen; ad sgunfun di talwit 😔 😔 😔 😔 😔Ad d-yazen rebbi sver i yimawlan-nsen
1,Tharem achu athxdemem
1,Problème machi dgas; dimazoghnik ig halkan sur
1,Devant l'écran vous êtes courageux ma thelidh ta9chicheth(za3ma thessefa) rouh inass a wodem après atewalid
1,Thela tamda ville 3niii
1,khedmitt lfertas ikhdmitt 😂😂
1,tifet ayagour ukmistahel ara
1,e moment nni sousmedh negh thenidhas akka s udem is 🤔
1,Dsl amkanis machi i lqa3a 
1,Atirhams rebi inchalah dhesbhar
1,Ulkkkkkktt arami yaqrah uqaroyiww spot agi
1,Y'a hessra azikeni
1,Thwalad.... Malich koul yiwen yezra imanis
1,Eçç yiwen sandwich frit omllet af wawalagui
1,Tezram uliw ig-hwajAgadeth rebi D-aqaro n-Ali belhadj
1,Nn la3lam athnar afi9arayna machi gdharen na
1,La prochaine fois qim . Meqqar attesta3fudh bien ur hedder I yiwen
1,Noughal dhimgharane dhayen iriuh l'avenir
1,Ala ah dhazghal kan aka igkhedem
1,athettakhethiridh yeh
1,Yennayas yiwen attwahmedh nagh attkhel3edh nagh adedmedh attchummedh.. Justement telha rref3a n chema n tmurt aka Tura
1,Allah yesselmek a mis khalt
1,Anagh arabi dachuth wagui tekfa dunith dayen
1,Anda ak athelid ligh 
1,Kim atarwud lkwada yidnegh
1,Wagi atihwejedh g polayi akmitt31wan😂
1,Azul amis temourth
1,Yiwth nasifaaaa
1,###### haja le France ihedder xas utqeliq Ara yerna di USA iyeqqarrrr 😂🙊🙊🙊
1,Gokham-nagh i-zadghagh
1,Loukan dehdired s l'anglais khir à boyka n usa en plus wlh ar skhoul3ed akk thiqchichin a brad pitt 😂😂😂
1,Azul fellam Allah ye barek
1,Seg wassa 
1,Kounwi nagh kounemti thekhdmetets nagh thekhedmemt sthoufra wigui 3inani dayakan ayarnou wagui delfilm daya
1,fellak tamourt attnedd a3tik saha kecc dessah lah ibarek kemmel bonne continuation a gma
1,Merci akmehrez rabi idhe ameguez
1,Si vraie yttmchaviyass omkan ni
1,j Ugadagh d achu id qaragh akun ighadh lhal Ama3na ma thkemlem aka adinigh
1,###### wlh adyili rebbi yidssent ma d noukni ivan ounsse3ara zehar yepithent akk 😂
1,n tayeri assaki
1,thaki atafith nagh atafith thharsitid mashi d kra ma labi thsned xas ghithit mdrrr
1,agh d yefk rebbi laqqel
1,Akenghan dhaguidh svah akidawine dhachewiq
1,Annaɣ; mennaɣ win iḥedren xersum ad ẓẓegeɣ awal Lemḥayen i diyi-yuɣen uɣalent-iyi d ras-lmal 
1,Ar nuɣal ɣer wawal aqbayliTajmaɛt at aḥkam Lmut neɣ ad yanfu
1,###### thagi thvan thechattid defirek a kho 
1,Oulad wagi yelha wa syefken arkel adisoub daksar ni
1,fkas kan tti3ad samedi
1,Nchallah tu trouvera mazal yessiss tfamilth aken mazal araw tfamilth.
1,###### wagi yettfourni gr
1,Vezaf amhaynek
1,ilaaa oukardoun ayahviv
1,Saha ftourkoum akni3ine rebbi in challah
1,Ansi dyeffagh digh wagui
1,😂😂 theWalaDh aMek
1,Thagi d yeliisss ouzefoun at gheldhedh ak yecc lhouth🦈🦈
1,Tharoua yarvah 
1,Thenghit qvel lawan 😏
1,Akminjeh rebi nchalah
1,###### Normal daymi noghal adfirazikm
1,Ikech thasaalmik yisant
1,###### Achou aka tranquille kan nagh tharwi
1,Adittslim felak akhoogh si lmrikh ula d netta awndi9ar gher dagi idrwel chakib khalile
1,akh 💶💶💶💶💶💶💶💶💶💶💶. inid anwath thoura
1,Nchallah ata3zizt
1,Laqvayel nasarvice dhiqafafen aradoune dhaya
1,takvaylithiw nchlh amasa at3ali g yanwan
1,Thafesouth imazighen thoughal ttafesouth n l mak
1,idh amegaz
1,Wagi dasfrou ngh zgad atqimedh 👍
1,Sedouyaghid sel3a l'3ali a "diiriiktouur" 😂
1,Snesehik thegha thetekhemimeth aka??!!!!!!
1,Azul Aytma Imazighen;
1,Nnumen xeddmen ayen yugaren aya s tuffra Ixxamen-nni i ttarun للبيع ivan d acu iḍerrun dinna. 
1,Wlh arnedemagh neki idikechmoun à feriha qarehniyi idharniw dhi cmbrm yaki
1,Azul dhamokrane
1,Dhenefhath
1,Awe... 😕🙄 arjo akidwalighe
1,###### mmmmm anfas ichit n uqrour hhhhhh a d ittallem chwiya nagh dheymagh a khayi😅
1,Izem Kabyle Aqvayli non
1,Havard c'est l'université que ta créé dans ta publication😂 ......Harvard kan iglan awinaaaaaaaath
1,ulach Win akmissufghen a3ni
1,Awiyaghed lkhevarath isehhan dina
1,a rebbi dawi negh awi
1,lemmer ad twezneḍ imeslayen-ik mačči xir!
1,atharwidh thimyayin thibeyboyin amarqucha
1,Thagi machi la jalousie wagi thetweswis est manque de confiance
1,Daghan iwachou yak khawa khawa
1,ayen yakhdhem ath yaf
1,Ah tura ;achu akinigh dchghlis 
1,Voilà thagi thfghed 3inani mais la plupart les filles akka
1,Aka iyoufigh imaniw
1,Hhhh terga mekhlfa 😂
1,###### Assema ay dhawi atevdel fellass; ma thoura koulech contre lui; allah ghaleb 😂
1,Hasevananagh dibaliyen houq aniwer a3naran annar 😡me3a sebbah rebbi
1,Outh dheyimedh Ara 
1,Afheme elfahem
1,###### rabbi akmidjazy inchallah a weltma
1,Stawil kan la3wachar saha aidkom
1,tezridh ur themlagh ara ahya 
1,Ur uminghara urk itsruhuyase sutte ittagi À adinigh dimzughnik IG hellène ccituh
1,###### Hhh Kim taqimt qkham
1,sgunfut di talwit 
1,T3assam ken y lghachi
1,d awal s wazal is
1,Yak zigh hadren kanالنضافة من الامان؟
1,atasladh lkhvar amagui; athnirham rabbi yafkad svar iyimawlan
1,Awah ayahvive dagi
1,Sahaaaaaa l3idiiiiiiim
1,imi tuqten yemdanen-agi uɣaleɣ ttehulfuɣ ima-iw d aɣrib di tmurt-iw -_-
1,adyawi rebi chefa
1,Yenayak matoub; wiguini tharam dhathmathen; mamazal thettamnem yissen; nek fghagh dhamnafak
1,Je suis Kabaili et Farhat Mahani ne me représente pas ،ma3na otkrara afous digma
1,me9ar atthas nagh adihass belli themikthitidhed
1,Olala Ola targuith thehsedemth Anagh arebi c Grv
1,Dihkayen n dunith wlh saqsadiyid 
1,Jamais chummagh mais le moment agui tussayid nafha tafkidhas arroh ichemma nni 😂
1,###### asma ihi aydhawi adiqal ghoram atilite sont amie et sa copine au même temps pour lui preuver le contraire que tout ça existeTu es d'accord !! Lol
1,Qe3ed lketivak après nadi f chetih w redih
1,###### anida dahlab azahi ...aygher ani UK daraw n mohmed inla dagi lan waraw n3isa asidi machi UK des musulman
1,anewekelas rebi tamurt yaratt aretswi
1,Passe moi son facebook asinigh ayekhthi etes hacha idhes akminef3en Khir n mayela 
1,Thikhssi faken dahkan didamniss isinghan nagh amar simouchoha
1,Adyerwou THIMEYAYIN 
1,Amdifek rebi chefa nchalah
1,Nnif fi nessehvivir yebarsakh gher dakhel lvir yemouth negh yeder wissen ; akirhem rebi a da lounes 
1,Athan tombola thayedh thevda besmelah ayeznouzouy iman is di les enchères ###### Iyan attedhsedh chit hhhhhhhhhhhhh
1,Izem Kabyle Aqvayli Inak adasagh privé negh khati 🤣🤣
1,Azul à tassakorth
1,Ma thoufidht awiyid yiweth
1,awah kecceni top iban akka français ite99ared di USA 😂le9raya ta3layat i teghrrid tes3id ajdid bille 😂😂😂lol n'importe quoi 😂 
1,######Mam Nak Goghxam nagh izadfhagh
1,Akka Wala K'thar tfaqdhas
1,Lahi barek tikebyeliyine tiferakhe
1,Mi d kechem les canaries widak ighisdokolen attesoghogh anwa wagi d imazighennnnn😍
1,###### lakvayel tmeslayen thakvaylith tkhemimen sthaaravth vghan adidiren sthefransisth roh kemini afasid ikhfis
1,nn noknii idessah di dunith
1,Zem imik inid hmdlh lan meden ofin ara aca ara accen
1,Wlh ar tharwi labas dhina
1,Imi Leqbayel ddukklen yir laâyub a ten-sefden ;Ul ayɣar teɣwzi n wawal
1,Adhinagh adhi3ezzi
1,Aouknihraz rébi ayarach
1,hhh remdhan ma3a remdhan tarnidhasend tweswis 😂
1,Slamaynouuuu
1,Thora adoghalen okel d fellag hhh
1,Bachaken oths3oghara
1,.###### anfass ithakchichth atazhouuuu miskint
1,Ya weddi yessiss n tfamilt elle ne sont pas sur Facebook ayahviiv akken qqaren ''sel3aa 
1,Ahefaan si thikli ataas
1,Adyefk Rebbi tawil el ghachi wa difarej inshallah !
1,AlOuzagh
1,Adezwadj itezwedj si TT hhhh
1,Fghaghed si taq walagh tadela3at at dawar Itij isarghen aliboudh Apoto n triciiti g geni yetfarfir Tesned Matoub frite omlette a paquet l'omo
1,Tuzyint lah ibarek
1,madaka athettgaladh 'wlh ar desah'Nighak ihi askidiva
1,Hhhh Justement atan qwan les j'adore safi ivn tufad win ittfournin 😆
1,Je suis sur a 100% machi taqchichth 😠
1,Sahaynem awlatma ouladhkem akmiharez rebi anchalah
1,Adivarek rebi athan therebad lahnak
1,Femme. De qualité adhihras thamthilt nkount
1,Achebbouvim qui chghoul c'est un filet à mec !
1,Hhhhh ###### hebibnayaki aysalay le moral 😂😂
1,adh fellas yaafou rabb
1,Athantaswaligh gamgharen
1,ledjnoun ala arwa3raven kan
1,A3eni ote3kiltara adimane igezanzan idamane ala3erouche
1,Yezmer el hal
1,Angh damghar msslkin
1,Tharwi
1,Hhhhh la famille zemren akhedmoden thassa nssen wala akhetjmen lemziya
1,Iw3ar lhobe a lehvaq
1,Déjà asmi igla àladidanii ittaruu s les lunettes migurl sakrsi yntar ittru blch swhliyi thgi nk 
1,Hhhhh awa dayen thahvsed achrad thora thqda3 layes akthqar li ja 😂😂😂
1,Yarhem Rebek bechu a commentaire ithetnadidh w kech lah ibrk a statut ما شاء الله 🤔
1,###### Khedmas chuiya n zith uzmor adyughal rôti
1,ah bon ! d zyada kan safi 🤔🤔 ihi ur tthewis af zyada urthettaffedh neqssan
1,Mdrrrr😅😅😅😅😅 jamaiiiiiiiis g lhayatiw
1,Ukan kan farqen idrimen imeghvane messakith wala zardath agui ???
1,r d akhessar 
1,Thalemirethe à yemma lechefenedj usidan
1,Ahudu ahunu fellak 
1,Sthaghzi la3amrik agma
1,Di lḥif id yettban wergaz
1,bnhr atisdoum rebbi . ad iferej rebbi fellagh nchallah
1,###### oui mazel ou thwalagh ara meme pas ya lokan di lamnam
1,Hhhhh aoui B1 sur obligé ayrouh yiwan amagi yattvan ak adhnghagh imaniw 🤪
1,afouss gefouss
1,Tsawaghith
1,Achughar Aka ; ilaq asrouhedh ashawsedh seksedh ghef oulik a yahvive.
1,Siwa irgazen i disadayen l'armée💪
1,thettbipidh i yergazen
1,Allah yebark tafroukheth 😍
1,Azul a tharwa lahlal ghar adafghadh dhatviv
1,Ivan uk-thekhedem ara akka ami thevdid thettdivyid
1,Argou mlihe . lane wede itargoune nabla matsane
1,Ayen yeldi rebbi yghalqith ougueffour; khass oughal atsettssadh
1,ma uffigh wlh akdinigh
1,pardon ; mais ton frère a complètement raison ; ma d nek dayen amdinigh;qim ihi g uxxam 😏😏 mais daghen yezmer thebehva 😂 sakin kem th degredh ton examen 🙄😏
1,thakvaylith nessah achkits
1,Kul wa iyimanis
1,Siwa le racism itesnem
1,anroh ar levhar
1,C un cadeau n l3idh i thin tsyouffan lo
1,athtradjou adhkhlas
1,Amyaɛfu rebi el hidjab gul id afessas
1,di la3naya rebi morthsesmedh win aywalin tn cmntr asyini felli le spotted agii wlh
1,marayilin sin sérieux athnixde3 lmektouv attwehmed! C'est malheureux!
1,Thenmirth themakrant menagham ass igarzen amdyawine saha lahna thalwith
1,Kechi ou moin thes3a limage aghla thargha akya
1,Aqriv asirouh Oula daroh hhhh
1,Mi ara tes3ou teqchicht nniya yesfan ad yexda3 weqchich; mi ara yes3ou weqchich nniya yesfan attexda3 teqchicht; vraiment bizarre.
1,Azul u lahna falak nchallah ajma3in ass amervuh nchallah
1,Alhidjabe salssite é taghatike nakni la Rob kabyle é ad lassale anaghe
1,hhhh s la3qel kn ngh ad feghedh ghues si l'écran 
1,Tezram ull id-yettmeni Agadeth rebi D-aqaroy n lmadani 
1,Mrehva s thoukchi rebi
1,mazalas 😂 wlh khas hesvitt d sadaqa i lawacher agui
1,Akhir ilaq atfiqed zikk
1,ur walagh ara anda llan wigui ivedden uked leqvayel idhelli i le 20 avril .thagmatt ttedoukli i leqvayel kan 
1,Tkt ma soeur cheda fi rebi en tt cas ton frére il a raison psk ma susmad i lghachi akmechan wlh
1,wlh ma sligh sekra woumkan akdinigh
1,Ruhed at walidh sexdem chituh idharren im
1,Argou mlihe . lane wede itargoune nabla matsane
1,chevhadh atas atas khmous 3lik
1,Ma gedssiwel Ghniyazd la chanson ni n yacine yefsah semhiyi a lala.. ukessanghara..d lemhibaam igan aka..
1,Achouth thoura wagi dhaqchich negh ttaqchichth xD
1,Nchallah cousine iharzam arawim nchallah
1,Atsedegdegad dar
1,Ayen tekhdem degnagh lhamo aghtarnodh teqlaq ik
1,thhamlagh l hokouma 😆
1,###### sur tamda ithqaredh nagh d hasnaoua nuhni i mazel ayqaran
1,Ahakanouth awidak ihedrene en arabe a Tizi ouzou adyass wass anda adyali ou dossier n'ween
1,bsahtek ihi wlh er nek bouzghal hhhhh
1,###### l3oqova ghorem
1,thanmirth chawi
1,chwi oulachik
1,qim kan aken ayithwansedh
1,A kiharz rebbi a ######
1,Astezmartim a yemme
1,###### atan.twalit bali ya rien.nagh anda adchan awk.wiya la.stade oudikfara
1,Qim kan akken thellidh ak ihrez Rebbi ak irzeq thahlalt ncha'Allah
1,###### amekk ik yeqar akken ###### eqmech allen ik theccedh 🤣🤣🤣😂😂
1,Tesslidhads !! hhhh kach nhar tesslid tizizwit tekrah tament
1,Mazel odofidara asebadim tqimed hafi nagh ayelli
1,officiel '' testufadhd ussan a
1,ilaq ula d kunwi att saqdacem di tawriqt agui .
1,Mi divan wargaz zagnagh; amzoun matchi nagh;adh nakni ad yazwiran ghras;ath n'a nfou nagh ath anagh;mi th nakas zgnagh ;natsou laqyoudh yasghras
1,akyarham rabi amaydi ada lmouloud
1,Athvadladh laslik sathdjal amak isthanwidh thagarak
1,an3am ihhhh
1,Roh ghures imereni
1,Chgel Athkareth ilhara ases3oth sekhmamaki ilmokhik amkara ken3iyi 😌
1,Vive Farhat thughzi lamrik nek sildjihaw aqlak dugubrid ntalwit achku tiktiwin yinek ghelbent laqul izayriyen ghef waya urthenteqbilnara watas achku afud igarzen ama
1,Ala wigadhe iguelan
1,Yaw arwahoth aredhayini machine glebàd
1,###### a oui walah ar teqlav dunit
1,Ismis tura tagi
1,Azul fellak. Sahit. Saha lfathurik ula thketch tswachultik. Saramghak Idh lahna tsalwith Nchallah
1,###### atsay thayi aghdernou akridi iw9eriyikh
1,Wlh tekfa laheya
1,hhhh aah 😄😄nn dessah .swaswa . Thoufidhttid
1,Khatikoum l3ave oubassane a sahab UMMTO walleh ar thgadmiyi
1,Tanmirtim anda aka dagi machi gatmokra
1,hhhhhh nekk batel ikhedmagh ur t3atilegh ara ad fethagh lagence n zwaj
1,Hhhh asnkhdem j'adore aken aghidsawel anedu yides 😂😂😂😂
1,Ur ttevedil zhu n dunith secheqas
1,atdifil arbi ayin ellhan inchlah
1,###### hhhh machi arma nezwej mayaka
1,Lokan coupe carré dsah mais aka smah smah ken
1,Kulchi mebruk atasekuret
1,###### khatti d agumi hhh
1,Hhhhhh ###### wali wali dayen je quitte la terre je prends mes bagages ce soir si tu veux venir 😅😂😂😂😂
1,Oulach iguchvan le9vayel
1,A ditsnulfune dhi tmurth
1,sahit imi yidefahmedh 
1,Thismiin awah dhlaabedh hhhh
1,Aghevaz yudhen
1,Yefka afouss degnegh
1,Antatt akka digh thagi
1,Awntighfourbi achhal tachvah dounith iyiswanttt
1,.###### Yah w zrighra ak ghlagh a la kam 
1,Hhhhhhhhhhh a wlh ar thechagh wardifarfer ad3iwdagh athidetfagh athechagh
1,Inchl adafadh thin kilaqan .
1,Azul dervaḥ fellam ass i-nem dameggaz
1,Adhisar rebi Kan nchlh machi dhayagi Kan adeyefek sidi rebi yarena mazal nehas golawen meden
1,Akyaafou rabi à yamazigh ahori
1,aki3in rabi wi ci dafhrom igkhethman aka
1,Azuuuul alemaleh
1,Akihrez a walid thanemirth
1,######Azul fellam yallis themourth
1,Tharewla
1,Sla3qoulath kan à Thoullas; ne vous bousculez pas surtout ; izmer thamedditha adisers numéro ; soyez nombreuses pour MR.Havard الفتاك النووي :v 😂
1,Svah elkhir dharbah fellak(à coucou)
1,Nek wahmagh degwen imi thezram vous êtes bien ensemble iwomi les films aki ouk lewhayem
1,###### bshtk we nukni nerwa azghal
1,Matwalad aqvyeli yettrou zar d gemas alr bravo
1,Uyehwadj ara adilin à ses côtés. L'essentiel ayen yes3a yenathid
1,awa foken warach igssawalen asskamel na3mulach il viendra un jour attnekredh elkhir attalidh sufla uqaro yella gawal mitekhidh attekhradh din amyevki alors uchektiwara mlih mlih adafedh
1,les kabyle matchi akkagui i khadhmane ces des hommes ces des grand ces guerrier a y'a poumpoune 💖🏆
1,Lahi barek rebi atteherze rebi
1,Aka akhir hhh mm nkni qriv unttigzistara
1,Ayen yesarem woulik atheyawedh Nchalah
1,WISSEN ACHHAY ITTNUZU IFEYFEY?
1,Nwon à miss 3emi
1,Dachu cheghlagi tkhruth ichwal
1,Thanmirt nwen stusda Tharrwa Omazigh Ahrur
1,Le meilleur spot yuuk hhhh thanmirthik ❤
1,Axxir u lahna Tanmirtim ass amervuh nchallah
1,Awaahhhh isem agiiii n lydia yu3er mlih asi3qa 😏😅😅 awah c pas 
1,la vie continue ; Add ass Thayedh deg umkan-is inchlh khiris.
1,T3osam hacha lqvayel
1,###### achu idemkthadh 😂
1,akirham rabi a dda l'houcine a yizem nagh
1,Atheyerheme rabi dergaz
